level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
4	1	33	1	1	0	68	446	14	3	-1	
5	1	33	1	1	1	68	446	14	3	59.766495	€e
2	1	34	0	0	0	568	439	205	17	-1	
3	1	34	1	0	0	568	439	205	17	-1	
4	1	34	1	1	0	568	439	205	17	-1	
5	1	34	1	1	1	568	439	111	17	4.853447	CCtalkiFES:
5	1	34	1	1	2	691	440	82	14	95.229004	90996628
2	1	35	0	0	0	115	471	26	3	-1	
3	1	35	1	0	0	115	471	26	3	-1	
4	1	35	1	1	0	115	471	26	3	-1	
5	1	35	1	1	1	115	471	26	3	59.774532	oe
2	1	36	0	0	0	568	462	158	18	-1	
3	1	36	1	0	0	568	462	158	18	-1	
4	1	36	1	1	0	568	462	158	18	-1	
5	1	36	1	1	1	568	462	158	18	96.125938	行政
5	1	36	1	1	2	610	458	36	32	95.551498	执法
5	1	36	1	1	3	646	458	34	32	96.829453	专项
5	1	36	1	1	4	680	458	16	32	95.730202	第
5	1	36	1	1	5	696	458	18	32	93.285843	六
5	1	36	1	1	6	714	458	16	32	88.543434	讲
2	1	37	0	0	0	119	477	18	12	-1	
3	1	37	1	0	0	119	477	18	12	-1	
4	1	37	1	1	0	119	477	18	12	-1	
5	1	37	1	1	1	119	477	18	12	45.195827	IN
2	1	38	0	0	0	238	477	28	17	-1	
3	1	38	1	0	0	238	477	28	17	-1	
4	1	38	1	1	0	238	477	28	17	-1	
5	1	38	1	1	1	238	477	28	17	84.755432	文件
2	1	39	0	0	0	568	487	258	17	-1	
3	1	39	1	0	0	568	487	258	17	-1	
4	1	39	1	1	0	568	487	258	17	-1	
5	1	39	1	1	1	568	487	90	14	96.605476	2023.11.20
5	1	39	1	1	2	669	487	48	17	77.979027	(BAK)
5	1	39	1	1	3	729	487	97	14	92.383583	14:00-17:00
2	1	40	0	0	0	239	506	192	16	-1	
3	1	40	1	0	0	239	506	192	16	-1	
4	1	40	1	1	0	239	506	192	16	-1	
5	1	40	1	1	1	239	506	37	15	76.679123	[文件
5	1	40	1	1	2	273	497	5	31	81.853485	]
5	1	40	1	1	3	283	506	28	13	67.169937	章鱼
5	1	40	1	1	4	322	507	69	15	86.939522	(Octopus)
5	1	40	1	1	5	403	506	28	13	93.023827	客户
2	1	41	0	0	0	568	519	29	1	-1	
3	1	41	1	0	0	568	519	29	1	-1	
4	1	41	1	1	0	568	519	29	1	-1	
5	1	41	1	1	1	568	519	29	1	61.361542	一
5	1	41	1	1	2	590	501	11	28	49.244865	一
2	1	42	0	0	0	697	519	22	1	-1	
3	1	42	1	0	0	697	519	22	1	-1	
4	1	42	1	1	0	697	519	22	1	-1	
5	1	42	1	1	1	697	519	12	1	19.996201	四
5	1	42	1	1	2	712	519	7	1	12.887733	四
2	1	43	0	0	0	14	546	18	6	-1	
3	1	43	1	0	0	14	546	18	6	-1	
4	1	43	1	1	0	14	546	18	6	-1	
5	1	43	1	1	1	14	546	12	6	18.400589	局
5	1	43	1	1	2	25	533	12	28	28.066597	可
2	1	44	0	0	0	66	543	22	8	-1	
3	1	44	1	0	0	66	543	22	8	-1	
4	1	44	1	1	0	66	543	22	8	-1	
5	1	44	1	1	1	66	543	22	8	73.871887	cod
2	1	45	0	0	0	568	534	193	18	-1	
3	1	45	1	0	0	568	534	193	18	-1	
4	1	45	1	1	0	568	534	193	18	-1	
5	1	45	1	1	1	568	534	87	18	92.969231	行
5	1	45	1	1	2	593	530	18	31	92.972351	测
5	1	45	1	1	3	610	530	20	31	91.187943	套
5	1	45	1	1	4	629	530	17	31	93.134514	题
5	1	45	1	1	5	645	530	20	31	92.966904	11
5	1	45	1	1	6	664	530	23	31	93.216263	一
5	1	45	1	1	7	677	534	84	17	96.783447	资料
5	1	45	1	1	8	717	530	16	31	96.499199	+
5	1	45	1	1	9	732	534	29	17	71.005157	判断
2	1	46	0	0	0	6	563	21	8	-1	
3	1	46	1	0	0	6	563	21	8	-1	
4	1	46	1	1	0	6	563	21	8	-1	
5	1	46	1	1	1	6	563	21	8	58.014954	nite.
2	1	47	0	0	0	67	563	14	10	-1	
3	1	47	1	0	0	67	563	14	10	-1	
4	1	47	1	1	0	67	563	14	10	-1	
5	1	47	1	1	1	67	563	14	10	51.127796	ay
2	1	48	0	0	0	568	559	258	17	-1	
3	1	48	1	0	0	568	559	258	17	-1	
4	1	48	1	1	0	568	559	258	17	-1	
5	1	48	1	1	1	568	559	90	14	96.434494	2023.11.20
5	1	48	1	1	2	669	559	48	17	77.660873	(BAK)
5	1	48	1	1	3	729	559	97	14	92.871971	19:10-22:00
2	1	49	0	0	0	568	590	29	1	-1	
3	1	49	1	0	0	568	590	29	1	-1	
4	1	49	1	1	0	568	590	29	1	-1	
5	1	49	1	1	1	568	590	29	1	27.202766	=
2	1	50	0	0	0	682	590	37	1	-1	
3	1	50	1	0	0	682	590	37	1	-1	
4	1	50	1	1	0	682	590	37	1	-1	
