level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
2	1	22	0	0	0	757	442	33	2	-1	
3	1	22	1	0	0	757	442	33	2	-1	
4	1	22	1	1	0	757	442	33	2	-1	
5	1	22	1	1	1	757	442	33	2	95.000000	 
2	1	23	0	0	0	36	446	404	4	-1	
3	1	23	1	0	0	36	446	404	4	-1	
4	1	23	1	1	0	36	446	404	4	-1	
5	1	23	1	1	1	36	446	404	4	95.000000	 
2	1	24	0	0	0	277	480	509	2	-1	
3	1	24	1	0	0	277	480	509	2	-1	
4	1	24	1	1	0	277	480	509	2	-1	
5	1	24	1	1	1	277	480	509	2	95.000000	 
2	1	25	0	0	0	767	481	19	1	-1	
3	1	25	1	0	0	767	481	19	1	-1	
4	1	25	1	1	0	767	481	19	1	-1	
5	1	25	1	1	1	767	481	19	1	95.000000	 
2	1	26	0	0	0	784	421	3	88	-1	
3	1	26	1	0	0	784	421	3	88	-1	
4	1	26	1	1	0	784	421	3	88	-1	
5	1	26	1	1	1	784	421	3	88	95.000000	 
2	1	27	0	0	0	731	491	88	4	-1	
3	1	27	1	0	0	731	491	88	4	-1	
4	1	27	1	1	0	731	491	88	4	-1	
5	1	27	1	1	1	731	491	88	4	95.000000	 
2	1	28	0	0	0	776	481	1	26	-1	
3	1	28	1	0	0	776	481	1	26	-1	
4	1	28	1	1	0	776	481	1	26	-1	
5	1	28	1	1	1	776	481	1	26	95.000000	 
2	1	29	0	0	0	767	481	2	28	-1	
3	1	29	1	0	0	767	481	2	28	-1	
4	1	29	1	1	0	767	481	2	28	-1	
5	1	29	1	1	1	767	481	2	28	95.000000	 
2	1	30	0	0	0	448	505	338	7	-1	
3	1	30	1	0	0	448	505	338	7	-1	
4	1	30	1	1	0	448	505	338	7	-1	
5	1	30	1	1	1	448	505	338	7	95.000000	 
2	1	31	0	0	0	738	421	5	146	-1	
3	1	31	1	0	0	738	421	5	146	-1	
4	1	31	1	1	0	738	421	5	146	-1	
5	1	31	1	1	1	738	421	5	146	95.000000	 
2	1	32	0	0	0	663	483	4	86	-1	
3	1	32	1	0	0	663	483	4	86	-1	
4	1	32	1	1	0	663	483	4	86	-1	
5	1	32	1	1	1	663	483	4	86	95.000000	 
2	1	33	0	0	0	97	538	24	2	-1	
3	1	33	1	0	0	97	538	24	2	-1	
4	1	33	1	1	0	97	538	24	2	-1	
5	1	33	1	1	1	97	538	24	2	95.000000	 
2	1	34	0	0	0	97	546	24	2	-1	
3	1	34	1	0	0	97	546	24	2	-1	
4	1	34	1	1	0	97	546	24	2	-1	
5	1	34	1	1	1	97	546	24	2	95.000000	 
2	1	35	0	0	0	665	550	87	2	-1	
3	1	35	1	0	0	665	550	87	2	-1	
4	1	35	1	1	0	665	550	87	2	-1	
5	1	35	1	1	1	665	550	87	2	95.000000	 
2	1	36	0	0	0	97	539	1	28	-1	
3	1	36	1	0	0	97	539	1	28	-1	
4	1	36	1	1	0	97	539	1	28	-1	
5	1	36	1	1	1	97	539	1	28	95.000000	 
2	1	37	0	0	0	119	539	2	28	-1	
3	1	37	1	0	0	119	539	2	28	-1	
4	1	37	1	1	0	119	539	2	28	-1	
5	1	37	1	1	1	119	539	2	28	95.000000	 
2	1	38	0	0	0	675	542	2	25	-1	
3	1	38	1	0	0	675	542	2	25	-1	
4	1	38	1	1	0	675	542	2	25	-1	
5	1	38	1	1	1	675	542	2	25	95.000000	 
